Time,	,Position,	,Error
361465.0,	,-35,	,-1
361573.0,	,-35,	,-1
361675.0,	,-35,	,-1
361770.0,	,-35,	,-1
361876.0,	,-35,	,-1
362011.0,	,-35,	,-1
362108.0,	,-35,	,-1
362188.0,	,-35,	,-1
362279.0,	,-35,	,-2
362391.0,	,-35,	,-2
362508.0,	,-35,	,-2
362613.0,	,-35,	,-2
362679.0,	,-35,	,-2
362812.0,	,-35,	,-2
362890.0,	,-35,	,-2
363010.0,	,-35,	,-2
363089.0,	,-35,	,-2
363175.0,	,-35,	,-2
363275.0,	,-35,	,-2
363375.0,	,-35,	,-2
363473.0,	,-35,	,-2
363572.0,	,-35,	,-2
363672.0,	,-35,	,-2
363764.0,	,-35,	,-2
363873.0,	,-35,	,-2
363979.0,	,-35,	,-2
364069.0,	,-35,	,-2
364179.0,	,-35,	,-2
364267.0,	,-35,	,-2
364376.0,	,-35,	,-2
364468.0,	,-35,	,-2
364571.0,	,-35,	,-2
364672.0,	,-35,	,-3
364771.0,	,-35,	,-3
364881.0,	,-35,	,-3
364986.0,	,-35,	,-3
365107.0,	,-35,	,-3
365221.0,	,-35,	,-3
365291.0,	,-35,	,-3
365416.0,	,-35,	,-3
365509.0,	,-35,	,-3
365605.0,	,-35,	,-3
365697.0,	,-35,	,-3
365803.0,	,-35,	,-3
365890.0,	,-35,	,-3
365997.0,	,-35,	,-3
366071.0,	,-34,	,-3
366176.0,	,-34,	,-2
366269.0,	,-34,	,-2
366403.0,	,-34,	,-2
366491.0,	,-34,	,-2
366600.0,	,-34,	,-2
366687.0,	,-34,	,-2
366781.0,	,-34,	,-3
366879.0,	,-34,	,-3
366979.0,	,-34,	,-3
367091.0,	,-34,	,-3
367197.0,	,-34,	,-3
367296.0,	,-34,	,-3
367392.0,	,-34,	,-3
367491.0,	,-34,	,-3
367609.0,	,-34,	,-3
367676.0,	,-34,	,-3
367772.0,	,-34,	,-3
367877.0,	,-34,	,-3
368004.0,	,-34,	,-3
368102.0,	,-34,	,-3
368193.0,	,-34,	,-3
368289.0,	,-34,	,-3
368399.0,	,-34,	,-3
368476.0,	,-34,	,-3
368575.0,	,-34,	,-4
368678.0,	,-34,	,-4
368796.0,	,-34,	,-4
368896.0,	,-34,	,-4
368996.0,	,-34,	,-4
369090.0,	,-34,	,-4
369222.0,	,-34,	,-4
369304.0,	,-34,	,-4
369404.0,	,-34,	,-4
369486.0,	,-34,	,-4
369611.0,	,-34,	,-4
369702.0,	,-34,	,-4
369796.0,	,-34,	,-4
369879.0,	,-34,	,-4
369991.0,	,-34,	,-4
370076.0,	,-34,	,-4
370169.0,	,-34,	,-4
370273.0,	,-34,	,-5
370409.0,	,-34,	,-5
370486.0,	,-34,	,-5
370590.0,	,-34,	,-5
370686.0,	,-34,	,-5
370796.0,	,-34,	,-5
370872.0,	,-34,	,-5
370969.0,	,-34,	,-5
371074.0,	,-34,	,-5
371177.0,	,-34,	,-5
371276.0,	,-34,	,-5
371379.0,	,-34,	,-5
371473.0,	,-34,	,-5
371576.0,	,-34,	,-5
371670.0,	,-34,	,-5
371768.0,	,-34,	,-6
371888.0,	,-34,	,-6
371974.0,	,-34,	,-6
372085.0,	,-34,	,-6
372191.0,	,-34,	,-6
372296.0,	,-34,	,-6
372377.0,	,-34,	,-6
372469.0,	,-34,	,-6
372576.0,	,-34,	,-6
372662.0,	,-34,	,-6
372800.0,	,-34,	,-6
372882.0,	,-34,	,-6
372998.0,	,-34,	,-6
373066.0,	,-34,	,-6
373176.0,	,-34,	,-6
373272.0,	,-34,	,-7
373367.0,	,-34,	,-7
373464.0,	,-34,	,-7
373575.0,	,-34,	,-7
373672.0,	,-34,	,-7
373777.0,	,-34,	,-7
373873.0,	,-34,	,-7
373987.0,	,-34,	,-7
374073.0,	,-34,	,-7
374167.0,	,-34,	,-7
374266.0,	,-34,	,-7
374395.0,	,-34,	,-7
374485.0,	,-34,	,-7
374616.0,	,-34,	,-7
374678.0,	,-34,	,-8
374790.0,	,-34,	,-8
374870.0,	,-34,	,-8
374970.0,	,-34,	,-8
375088.0,	,-34,	,-8
375220.0,	,-34,	,-8
375291.0,	,-34,	,-8
375391.0,	,-34,	,-8
375489.0,	,-34,	,-8
375601.0,	,-34,	,-8
375672.0,	,-34,	,-8
375778.0,	,-34,	,-8
375866.0,	,-34,	,-8
375999.0,	,-34,	,-9
376093.0,	,-34,	,-9
376198.0,	,-34,	,-9
376285.0,	,-34,	,-9
376392.0,	,-34,	,-9
376469.0,	,-34,	,-9
376566.0,	,-34,	,-9
376787.0,	,-34,	,-9
376895.0,	,-34,	,-9
376986.0,	,-34,	,-9
377091.0,	,-34,	,-9
377201.0,	,-34,	,-9
377269.0,	,-34,	,-10
377365.0,	,-34,	,-10
377475.0,	,-34,	,-10
377599.0,	,-34,	,-10
377689.0,	,-34,	,-10
377788.0,	,-34,	,-10
377878.0,	,-34,	,-10
377982.0,	,-34,	,-10
378074.0,	,-33,	,-10
378171.0,	,-33,	,-9
378271.0,	,-33,	,-9
378385.0,	,-33,	,-9
378495.0,	,-33,	,-10
378616.0,	,-33,	,-10
378721.0,	,-33,	,-10
378797.0,	,-33,	,-10
378871.0,	,-33,	,-10
378968.0,	,-33,	,-10
379076.0,	,-33,	,-10
379199.0,	,-33,	,-10
379303.0,	,-33,	,-10
379403.0,	,-33,	,-10
379489.0,	,-33,	,-10
379592.0,	,-33,	,-10
379665.0,	,-32,	,-11
379766.0,	,-32,	,-10
379870.0,	,-32,	,-10
379971.0,	,-32,	,-10
380071.0,	,-32,	,-10
380172.0,	,-32,	,-10
380270.0,	,-32,	,-10
380375.0,	,-32,	,-10
380465.0,	,-31,	,-10
380562.0,	,-31,	,-9
380669.0,	,-31,	,-9
380780.0,	,-31,	,-10
380880.0,	,-31,	,-10
380984.0,	,-31,	,-10
381090.0,	,-31,	,-10
381218.0,	,-31,	,-10
381315.0,	,-31,	,-10
381383.0,	,-31,	,-10
381487.0,	,-31,	,-10
381618.0,	,-31,	,-10
381710.0,	,-31,	,-10
381878.0,	,-31,	,-10
381990.0,	,-31,	,-11
382118.0,	,-30,	,-10
382198.0,	,-30,	,-10
382291.0,	,-30,	,-10
382399.0,	,-30,	,-10
382499.0,	,-30,	,-10
382598.0,	,-30,	,-10
382689.0,	,-30,	,-10
382789.0,	,-30,	,-10
382869.0,	,-29,	,-10
382972.0,	,-29,	,-9
383068.0,	,-29,	,-10
383191.0,	,-29,	,-10
383304.0,	,-29,	,-10
383389.0,	,-29,	,-10
383489.0,	,-29,	,-10
383587.0,	,-29,	,-10
383669.0,	,-28,	,-10
383771.0,	,-28,	,-9
383871.0,	,-28,	,-9
384018.0,	,-28,	,-9
384116.0,	,-28,	,-9
384198.0,	,-28,	,-10
384295.0,	,-28,	,-10
384404.0,	,-27,	,-10
384518.0,	,-27,	,-9
384599.0,	,-27,	,-9
384677.0,	,-27,	,-9
384799.0,	,-27,	,-9
384888.0,	,-27,	,-9
384995.0,	,-27,	,-9
385088.0,	,-27,	,-9
385219.0,	,-25,	,-10
385290.0,	,-25,	,-8
385424.0,	,-25,	,-8
385490.0,	,-25,	,-8
385624.0,	,-25,	,-8
385724.0,	,-25,	,-8
385792.0,	,-25,	,-8
385896.0,	,-25,	,-8
386010.0,	,-25,	,-8
386071.0,	,-24,	,-8
386177.0,	,-24,	,-8
386293.0,	,-24,	,-8
386387.0,	,-24,	,-8
386497.0,	,-24,	,-8
386596.0,	,-24,	,-8
386685.0,	,-24,	,-8
386777.0,	,-24,	,-8
386877.0,	,-23,	,-8
386972.0,	,-23,	,-7
387072.0,	,-23,	,-7
387192.0,	,-23,	,-8
387290.0,	,-23,	,-8
387395.0,	,-23,	,-8
387479.0,	,-23,	,-8
387609.0,	,-22,	,-8
387703.0,	,-22,	,-7
387812.0,	,-22,	,-7
387890.0,	,-22,	,-7
387991.0,	,-22,	,-7
388104.0,	,-22,	,-7
388198.0,	,-22,	,-8
388276.0,	,-22,	,-8
388384.0,	,-22,	,-8
388479.0,	,-20,	,-8
388578.0,	,-20,	,-6
388686.0,	,-20,	,-6
388825.0,	,-20,	,-6
388911.0,	,-20,	,-6
388992.0,	,-20,	,-6
389100.0,	,-20,	,-7
389222.0,	,-19,	,-7
389292.0,	,-19,	,-6
389397.0,	,-19,	,-6
389502.0,	,-19,	,-6
389603.0,	,-19,	,-6
389701.0,	,-19,	,-6
389796.0,	,-19,	,-6
389897.0,	,-19,	,-6
389988.0,	,-19,	,-6
390071.0,	,-18,	,-7
390175.0,	,-18,	,-6
390268.0,	,-18,	,-6
390373.0,	,-18,	,-6
390478.0,	,-18,	,-6
390578.0,	,-18,	,-6
390673.0,	,-18,	,-6
390775.0,	,-18,	,-6
390874.0,	,-16,	,-6
390974.0,	,-16,	,-5
391073.0,	,-16,	,-5
391191.0,	,-16,	,-5
391300.0,	,-16,	,-5
391389.0,	,-16,	,-5
391488.0,	,-16,	,-5
391594.0,	,-16,	,-5
391673.0,	,-15,	,-5
391776.0,	,-15,	,-4
391881.0,	,-15,	,-4
391992.0,	,-15,	,-5
392105.0,	,-15,	,-5
392202.0,	,-15,	,-5
392298.0,	,-15,	,-5
392407.0,	,-15,	,-5
392473.0,	,-14,	,-5
392578.0,	,-14,	,-4
392668.0,	,-14,	,-4
392802.0,	,-14,	,-4
392902.0,	,-14,	,-5
392996.0,	,-14,	,-5
393099.0,	,-14,	,-5
393201.0,	,-14,	,-5
393273.0,	,-13,	,-5
393371.0,	,-13,	,-4
393471.0,	,-13,	,-4
393616.0,	,-13,	,-4
393707.0,	,-13,	,-4
393795.0,	,-13,	,-5
393889.0,	,-13,	,-5
393999.0,	,-13,	,-5
394072.0,	,-12,	,-5
394175.0,	,-12,	,-4
394279.0,	,-12,	,-4
394397.0,	,-12,	,-4
394497.0,	,-12,	,-4
394620.0,	,-12,	,-4
394694.0,	,-12,	,-5
394776.0,	,-12,	,-5
394869.0,	,-11,	,-5
394974.0,	,-11,	,-4
395063.0,	,-11,	,-4
395208.0,	,-11,	,-4
395303.0,	,-11,	,-4
395410.0,	,-11,	,-4
395489.0,	,-11,	,-4
395616.0,	,-10,	,-5
395691.0,	,-10,	,-4
395809.0,	,-10,	,-4
395888.0,	,-10,	,-4
396005.0,	,-10,	,-4
396099.0,	,-10,	,-4
396208.0,	,-10,	,-4
396291.0,	,-10,	,-4
396395.0,	,-10,	,-4
396472.0,	,-9,	,-5
396578.0,	,-9,	,-4
396677.0,	,-9,	,-4
396785.0,	,-9,	,-4
396901.0,	,-9,	,-4
397017.0,	,-9,	,-4
397098.0,	,-9,	,-4
397199.0,	,-8,	,-4
397307.0,	,-8,	,-3
397407.0,	,-8,	,-4
397490.0,	,-8,	,-4
397597.0,	,-8,	,-4
397691.0,	,-8,	,-4
397796.0,	,-8,	,-4
397892.0,	,-8,	,-4
398004.0,	,-7,	,-4
398096.0,	,-7,	,-3
398192.0,	,-7,	,-3
398277.0,	,-7,	,-4
398371.0,	,-7,	,-4
398475.0,	,-7,	,-4
398592.0,	,-7,	,-4
398691.0,	,-7,	,-4
398791.0,	,-7,	,-4
398872.0,	,-7,	,-4
398972.0,	,-7,	,-4
399090.0,	,-7,	,-4
399204.0,	,-7,	,-5
399291.0,	,-7,	,-5
399404.0,	,-7,	,-5
399491.0,	,-7,	,-5
399594.0,	,-7,	,-5
399672.0,	,-6,	,-5
399774.0,	,-6,	,-4
399879.0,	,-6,	,-4
399991.0,	,-6,	,-4
400091.0,	,-6,	,-5
400191.0,	,-6,	,-5
400294.0,	,-6,	,-5
400377.0,	,-6,	,-5
400468.0,	,-5,	,-5
400566.0,	,-5,	,-4
400666.0,	,-5,	,-4
400772.0,	,-5,	,-4
400871.0,	,-5,	,-4
400980.0,	,-5,	,-5
401092.0,	,-5,	,-5
401171.0,	,-5,	,-5
401292.0,	,-5,	,-5
401397.0,	,-5,	,-5
401486.0,	,-5,	,-5
401597.0,	,-5,	,-5
401679.0,	,-5,	,-5
401780.0,	,-5,	,-5
401877.0,	,-5,	,-5
402013.0,	,-4,	,-5
402118.0,	,-4,	,-4
402205.0,	,-4,	,-4
402290.0,	,-4,	,-4
402420.0,	,-4,	,-4
402515.0,	,-4,	,-4
402621.0,	,-4,	,-4
402689.0,	,-4,	,-5
402818.0,	,-4,	,-5
402920.0,	,-4,	,-5
403021.0,	,-4,	,-5
403088.0,	,-4,	,-5
403218.0,	,-4,	,-5
403309.0,	,-4,	,-5
403375.0,	,-4,	,-5
403468.0,	,-4,	,-5
403574.0,	,-4,	,-6
403669.0,	,-3,	,-6
403766.0,	,-3,	,-5
403864.0,	,-3,	,-5
403978.0,	,-3,	,-5
404074.0,	,-3,	,-5
404184.0,	,-3,	,-5
404277.0,	,-3,	,-5
404374.0,	,-3,	,-5
404464.0,	,-2,	,-6
404578.0,	,-2,	,-5
404688.0,	,-2,	,-5
404786.0,	,-2,	,-5
404920.0,	,-2,	,-5
405018.0,	,-2,	,-5
405086.0,	,-2,	,-5
405223.0,	,-2,	,-5
405319.0,	,-2,	,-5
405419.0,	,-2,	,-6
405487.0,	,-2,	,-6
405588.0,	,-2,	,-6
405719.0,	,-2,	,-6
405791.0,	,-2,	,-6
405887.0,	,-2,	,-6
406023.0,	,-1,	,-6
406115.0,	,-1,	,-5
406219.0,	,-1,	,-5
406290.0,	,-1,	,-6
406419.0,	,-1,	,-6
406520.0,	,-1,	,-6
406580.0,	,-1,	,-6
406691.0,	,-1,	,-6
406814.0,	,-1,	,-6
406874.0,	,-1,	,-6
406983.0,	,-1,	,-6
407082.0,	,-1,	,-6
407194.0,	,-1,	,-7
407321.0,	,-1,	,-7
407419.0,	,-1,	,-7
407491.0,	,-1,	,-7
407593.0,	,-1,	,-7
407672.0,	,0,	,-7
407779.0,	,0,	,-6
407911.0,	,0,	,-6
408015.0,	,0,	,-6
408089.0,	,0,	,-7
408192.0,	,0,	,-7
408290.0,	,0,	,-7
408396.0,	,0,	,-7
408473.0,	,1,	,-7
408580.0,	,1,	,-6
408671.0,	,1,	,-6
408800.0,	,1,	,-6
408909.0,	,1,	,-6
408992.0,	,1,	,-7
409087.0,	,1,	,-7
409196.0,	,1,	,-7
409273.0,	,1,	,-7
409381.0,	,1,	,-7
409479.0,	,1,	,-7
409599.0,	,1,	,-7
409679.0,	,1,	,-7
409778.0,	,1,	,-7
409874.0,	,1,	,-8
409987.0,	,1,	,-8
410072.0,	,2,	,-8
410179.0,	,2,	,-7
410272.0,	,2,	,-7
410379.0,	,2,	,-7
410471.0,	,2,	,-7
410580.0,	,2,	,-7
410671.0,	,2,	,-7
410788.0,	,2,	,-8
410869.0,	,3,	,-8
410971.0,	,3,	,-7
411077.0,	,3,	,-7
411193.0,	,3,	,-7
411292.0,	,3,	,-7
411394.0,	,3,	,-7
411481.0,	,3,	,-7
411596.0,	,3,	,-7
411671.0,	,4,	,-8
411780.0,	,4,	,-7
411864.0,	,4,	,-7
411979.0,	,4,	,-7
412106.0,	,4,	,-7
412180.0,	,4,	,-7
412291.0,	,4,	,-7
412398.0,	,4,	,-7
412473.0,	,4,	,-7
412579.0,	,4,	,-7
412671.0,	,4,	,-8
412796.0,	,4,	,-8
412901.0,	,4,	,-8
412993.0,	,4,	,-8
413090.0,	,4,	,-8
413196.0,	,4,	,-8
413274.0,	,5,	,-8
413381.0,	,5,	,-7
413469.0,	,5,	,-7
413593.0,	,5,	,-8
413695.0,	,5,	,-8
413793.0,	,5,	,-8
413890.0,	,5,	,-8
413998.0,	,5,	,-8
414071.0,	,6,	,-8
414180.0,	,6,	,-7
414269.0,	,6,	,-7
414391.0,	,6,	,-7
414500.0,	,6,	,-7
414599.0,	,6,	,-8
414698.0,	,6,	,-8
414797.0,	,6,	,-8
414873.0,	,7,	,-8
414983.0,	,7,	,-7
415069.0,	,7,	,-7
415192.0,	,7,	,-7
415306.0,	,7,	,-7
415404.0,	,7,	,-7
415486.0,	,7,	,-8
415597.0,	,7,	,-8
415673.0,	,8,	,-8
415776.0,	,8,	,-7
415869.0,	,8,	,-7
416009.0,	,8,	,-7
416093.0,	,8,	,-7
416193.0,	,8,	,-7
416290.0,	,8,	,-7
416395.0,	,8,	,-7
416475.0,	,9,	,-8
416579.0,	,9,	,-7
416679.0,	,9,	,-7
416777.0,	,9,	,-7
416883.0,	,9,	,-7
416989.0,	,9,	,-7
417091.0,	,9,	,-7
417196.0,	,9,	,-7
417286.0,	,10,	,-6
417400.0,	,10,	,-6
417492.0,	,10,	,-7
417596.0,	,10,	,-7
417700.0,	,10,	,-7
417801.0,	,10,	,-7
417893.0,	,10,	,-7
418000.0,	,11,	,-7
418101.0,	,11,	,-6
418175.0,	,11,	,-6
418277.0,	,11,	,-6
418370.0,	,11,	,-6
418489.0,	,11,	,-7
418580.0,	,11,	,-7
418673.0,	,11,	,-7
418776.0,	,11,	,-7
418876.0,	,12,	,-7
418976.0,	,12,	,-6
419073.0,	,12,	,-6
419192.0,	,12,	,-6
419297.0,	,12,	,-6
419393.0,	,12,	,-6
419493.0,	,12,	,-7
419601.0,	,12,	,-7
419672.0,	,14,	,-7
419775.0,	,14,	,-5
419873.0,	,14,	,-5
419994.0,	,14,	,-5
420091.0,	,14,	,-5
420192.0,	,14,	,-5
420288.0,	,14,	,-5
420401.0,	,14,	,-5
420476.0,	,15,	,-5
420578.0,	,15,	,-5
420680.0,	,15,	,-5
420775.0,	,15,	,-5
420881.0,	,15,	,-5
420975.0,	,15,	,-5
421087.0,	,15,	,-5
421215.0,	,15,	,-5
421273.0,	,16,	,-5
421369.0,	,16,	,-4
421477.0,	,16,	,-4
421619.0,	,16,	,-4
421714.0,	,16,	,-5
421820.0,	,16,	,-5
421889.0,	,16,	,-5
422020.0,	,17,	,-5
422113.0,	,17,	,-4
422198.0,	,17,	,-4
422278.0,	,17,	,-4
422398.0,	,17,	,-4
422513.0,	,17,	,-4
422619.0,	,17,	,-4
422691.0,	,17,	,-4
422805.0,	,17,	,-5
422878.0,	,18,	,-5
422967.0,	,18,	,-4
423069.0,	,18,	,-4
423191.0,	,18,	,-4
423296.0,	,18,	,-4
423419.0,	,18,	,-4
423489.0,	,18,	,-4
423577.0,	,18,	,-4
423677.0,	,19,	,-4
423774.0,	,19,	,-3
423872.0,	,19,	,-4
423980.0,	,19,	,-4
424106.0,	,19,	,-4
424209.0,	,19,	,-4
424288.0,	,19,	,-4
424421.0,	,20,	,-4
424510.0,	,20,	,-3
424600.0,	,20,	,-3
424680.0,	,20,	,-3
424792.0,	,20,	,-3
424915.0,	,20,	,-3
425007.0,	,20,	,-3
425073.0,	,20,	,-4
425206.0,	,20,	,-4
425299.0,	,22,	,-2
425404.0,	,22,	,-2
425494.0,	,22,	,-2
425611.0,	,22,	,-2
425712.0,	,22,	,-2
425811.0,	,22,	,-2
425893.0,	,22,	,-2
426000.0,	,22,	,-2
426072.0,	,22,	,-2
426177.0,	,22,	,-2
426270.0,	,22,	,-3
426415.0,	,22,	,-3
426509.0,	,22,	,-3
426600.0,	,22,	,-3
426691.0,	,22,	,-3
426769.0,	,22,	,-3
426871.0,	,23,	,-3
426970.0,	,23,	,-2
427070.0,	,23,	,-2
427216.0,	,23,	,-2
427315.0,	,23,	,-2
427399.0,	,23,	,-2
427489.0,	,23,	,-3
427605.0,	,23,	,-3
427707.0,	,24,	,-2
427803.0,	,24,	,-2
427893.0,	,24,	,-2
428003.0,	,24,	,-2
428099.0,	,24,	,-2
428199.0,	,24,	,-2
428288.0,	,24,	,-2
428412.0,	,25,	,-2
428490.0,	,25,	,-1
428595.0,	,25,	,-1
428693.0,	,25,	,-1
428793.0,	,25,	,-2
428903.0,	,25,	,-2
429006.0,	,25,	,-2
429089.0,	,25,	,-2
429191.0,	,25,	,-2
429278.0,	,26,	,-2
429376.0,	,26,	,-1
429508.0,	,26,	,-1
429615.0,	,26,	,-1
429705.0,	,26,	,-1
429804.0,	,26,	,-1
429887.0,	,26,	,-1
430010.0,	,26,	,-1
430077.0,	,26,	,-1
430176.0,	,26,	,-2
430272.0,	,26,	,-2
430416.0,	,26,	,-2
430490.0,	,26,	,-2
430599.0,	,26,	,-2
430672.0,	,26,	,-2
430784.0,	,26,	,-2
430869.0,	,27,	,-2
430981.0,	,27,	,-1
431070.0,	,27,	,-1
431215.0,	,27,	,-1
431314.0,	,27,	,-1
431415.0,	,27,	,-1
431488.0,	,27,	,-1
431613.0,	,27,	,-1
431712.0,	,27,	,-2
431799.0,	,27,	,-2
431886.0,	,27,	,-2
431999.0,	,27,	,-2
432099.0,	,27,	,-2
432199.0,	,27,	,-2
432277.0,	,27,	,-2
432411.0,	,27,	,-2
432471.0,	,27,	,-2
432573.0,	,27,	,-2
432667.0,	,27,	,-2
432809.0,	,27,	,-2
432914.0,	,27,	,-2
433009.0,	,27,	,-2
433089.0,	,27,	,-2
433194.0,	,27,	,-3
433268.0,	,28,	,-2
433371.0,	,28,	,-2
433473.0,	,28,	,-2
433577.0,	,28,	,-2
433681.0,	,28,	,-2
433776.0,	,28,	,-2
433870.0,	,28,	,-2
433995.0,	,28,	,-2
434091.0,	,28,	,-2
434199.0,	,28,	,-2
434280.0,	,28,	,-2
434376.0,	,28,	,-2
434472.0,	,28,	,-2
434567.0,	,28,	,-2
434669.0,	,28,	,-2
434777.0,	,28,	,-2
434869.0,	,28,	,-3
434973.0,	,28,	,-3
435071.0,	,28,	,-3
435210.0,	,28,	,-3
435292.0,	,28,	,-3
435409.0,	,28,	,-3
435489.0,	,28,	,-3
435620.0,	,28,	,-3
435711.0,	,28,	,-3
435814.0,	,28,	,-3
435893.0,	,28,	,-3
436015.0,	,28,	,-3
436114.0,	,28,	,-3
436214.0,	,28,	,-3
436279.0,	,28,	,-3
436411.0,	,28,	,-3
436514.0,	,28,	,-3
436600.0,	,28,	,-3
436687.0,	,28,	,-4
436810.0,	,28,	,-4
436915.0,	,28,	,-4
436988.0,	,28,	,-4
437085.0,	,28,	,-4
437210.0,	,28,	,-4
437273.0,	,28,	,-4
437375.0,	,28,	,-4
437470.0,	,28,	,-4
437609.0,	,28,	,-4
437710.0,	,28,	,-4
437809.0,	,28,	,-4
437888.0,	,28,	,-4
438010.0,	,28,	,-4
438072.0,	,28,	,-4
438173.0,	,28,	,-4
438268.0,	,28,	,-4
438410.0,	,28,	,-4
438510.0,	,28,	,-4
438609.0,	,28,	,-4
438695.0,	,28,	,-4
438810.0,	,28,	,-5
438909.0,	,28,	,-5
439006.0,	,28,	,-5
439076.0,	,28,	,-5
439215.0,	,28,	,-5
439309.0,	,28,	,-5
439416.0,	,28,	,-5
439478.0,	,28,	,-5
439592.0,	,28,	,-5
439674.0,	,28,	,-5
439800.0,	,28,	,-5
439878.0,	,28,	,-5
440005.0,	,28,	,-5
440114.0,	,28,	,-5
440177.0,	,28,	,-5
440286.0,	,28,	,-5
440396.0,	,28,	,-5
440463.0,	,28,	,-5
440568.0,	,28,	,-5
440673.0,	,28,	,-5
440779.0,	,28,	,-5
440877.0,	,28,	,-5
440979.0,	,28,	,-5
441088.0,	,28,	,-5
441213.0,	,28,	,-6
441314.0,	,28,	,-6
441403.0,	,28,	,-6
441493.0,	,28,	,-6
441610.0,	,28,	,-6
441691.0,	,28,	,-6
441809.0,	,28,	,-6
441885.0,	,28,	,-6
441987.0,	,28,	,-6
442069.0,	,28,	,-6
442174.0,	,28,	,-6
442270.0,	,28,	,-6
442408.0,	,28,	,-6
442514.0,	,28,	,-6
442609.0,	,28,	,-6
442694.0,	,28,	,-6
442810.0,	,28,	,-6
442872.0,	,28,	,-6
442973.0,	,28,	,-6
443070.0,	,28,	,-6
443209.0,	,28,	,-6
443315.0,	,28,	,-6
443410.0,	,28,	,-6
443488.0,	,28,	,-6
443583.0,	,28,	,-6
443672.0,	,28,	,-6
443773.0,	,28,	,-6
443868.0,	,28,	,-6
444009.0,	,28,	,-6
444115.0,	,28,	,-6
444209.0,	,28,	,-6
444287.0,	,28,	,-7
444411.0,	,28,	,-7
444510.0,	,28,	,-7
444614.0,	,28,	,-7
444669.0,	,28,	,-7
444768.0,	,28,	,-7
444875.0,	,28,	,-7
444969.0,	,28,	,-7
445074.0,	,28,	,-7
445213.0,	,29,	,-7
445311.0,	,29,	,-6
445414.0,	,29,	,-6
445492.0,	,29,	,-6
445616.0,	,29,	,-6
445709.0,	,29,	,-6
445784.0,	,29,	,-6
445864.0,	,29,	,-6
445990.0,	,29,	,-6
446068.0,	,29,	,-6
446173.0,	,29,	,-6
446266.0,	,29,	,-6
446414.0,	,29,	,-6
446511.0,	,29,	,-6
446617.0,	,29,	,-6
446675.0,	,29,	,-6
446779.0,	,29,	,-6
446869.0,	,29,	,-6
446973.0,	,29,	,-6
447066.0,	,29,	,-6
447215.0,	,29,	,-6
447303.0,	,29,	,-6
447414.0,	,29,	,-6
447479.0,	,29,	,-6
447618.0,	,30,	,-6
447717.0,	,30,	,-5
447809.0,	,30,	,-5
447893.0,	,30,	,-5
448010.0,	,30,	,-5
448115.0,	,30,	,-5
448186.0,	,30,	,-5
448288.0,	,30,	,-5
448412.0,	,30,	,-5
448470.0,	,30,	,-5
448572.0,	,30,	,-5
448678.0,	,30,	,-5
448809.0,	,30,	,-5
448913.0,	,30,	,-5
449009.0,	,30,	,-5
449089.0,	,30,	,-5
449210.0,	,30,	,-5
449309.0,	,31,	,-4
449415.0,	,31,	,-4
449478.0,	,31,	,-4
449614.0,	,31,	,-4
449682.0,	,31,	,-4
449809.0,	,31,	,-4
449876.0,	,31,	,-4
450013.0,	,32,	,-4
450115.0,	,32,	,-3
450186.0,	,32,	,-3
450284.0,	,32,	,-3
450370.0,	,32,	,-3
450472.0,	,32,	,-3
450572.0,	,32,	,-3
450691.0,	,32,	,-3
450824.0,	,32,	,-3
450921.0,	,32,	,-3
451023.0,	,32,	,-3
451076.0,	,32,	,-3
451171.0,	,32,	,-3
451267.0,	,32,	,-3
451380.0,	,32,	,-3
451489.0,	,32,	,-3
451618.0,	,33,	,-3
451720.0,	,33,	,-2
451823.0,	,33,	,-3
451891.0,	,33,	,-2
451983.0,	,33,	,-2
452083.0,	,33,	,-2
452220.0,	,33,	,-2
452283.0,	,33,	,-2
452421.0,	,34,	,-2
452520.0,	,34,	,-1
452615.0,	,34,	,-1
452686.0,	,34,	,-1
452794.0,	,34,	,-1
452921.0,	,34,	,-1
453020.0,	,34,	,-1
453093.0,	,34,	,-1
453194.0,	,34,	,-1
453266.0,	,34,	,-1
453375.0,	,34,	,-1
453466.0,	,34,	,-1
453573.0,	,34,	,-1
453666.0,	,34,	,-1
453778.0,	,34,	,-1
453879.0,	,34,	,-1
454019.0,	,35,	,-1
454114.0,	,35,	,0
454209.0,	,35,	,0
454291.0,	,35,	,0
454409.0,	,35,	,0
454515.0,	,35,	,0
454609.0,	,35,	,0
454688.0,	,35,	,0
454810.0,	,35,	,0
454871.0,	,35,	,0
454979.0,	,35,	,0
455071.0,	,35,	,0
455179.0,	,35,	,0
455269.0,	,35,	,0
455380.0,	,35,	,0
455475.0,	,35,	,0
455592.0,	,35,	,0
455670.0,	,36,	,0
455777.0,	,36,	,1
455867.0,	,36,	,1
456017.0,	,36,	,1
456080.0,	,36,	,1
456185.0,	,36,	,1
456287.0,	,36,	,1
456416.0,	,36,	,1
456472.0,	,36,	,1
456577.0,	,36,	,1
456668.0,	,36,	,1
456816.0,	,36,	,1
456910.0,	,36,	,1
457002.0,	,36,	,1
457079.0,	,36,	,1
457200.0,	,36,	,1
457269.0,	,37,	,1
457377.0,	,37,	,2
457463.0,	,37,	,2
457614.0,	,37,	,2
457703.0,	,37,	,2
457789.0,	,37,	,2
457878.0,	,37,	,2
458017.0,	,37,	,2
458114.0,	,37,	,2
458209.0,	,37,	,2
458289.0,	,37,	,2
458409.0,	,37,	,2
458492.0,	,37,	,2
