Time,	,Position,	,Error
760908.0,	,-36,	,-2
761003.0,	,-36,	,-2
761101.0,	,-36,	,-2
761212.0,	,-36,	,-2
761310.0,	,-36,	,-2
761412.0,	,-36,	,-2
761496.0,	,-36,	,-2
761614.0,	,-36,	,-2
761707.0,	,-36,	,-2
761800.0,	,-36,	,-2
761891.0,	,-36,	,-2
762004.0,	,-36,	,-2
762088.0,	,-36,	,-2
762187.0,	,-36,	,-2
762277.0,	,-36,	,-2
762372.0,	,-36,	,-2
762485.0,	,-36,	,-2
762591.0,	,-36,	,-2
762687.0,	,-36,	,-2
762819.0,	,-36,	,-2
762911.0,	,-36,	,-2
763015.0,	,-36,	,-2
763094.0,	,-36,	,-2
763210.0,	,-36,	,-2
763307.0,	,-36,	,-2
763405.0,	,-36,	,-2
763491.0,	,-36,	,-2
763610.0,	,-36,	,-2
763679.0,	,-36,	,-2
763780.0,	,-36,	,-3
763894.0,	,-36,	,-3
763988.0,	,-36,	,-3
764088.0,	,-36,	,-3
764188.0,	,-36,	,-3
764288.0,	,-36,	,-3
764405.0,	,-36,	,-3
764482.0,	,-36,	,-3
764581.0,	,-36,	,-3
764691.0,	,-36,	,-3
764814.0,	,-36,	,-3
764909.0,	,-36,	,-3
764998.0,	,-36,	,-3
765097.0,	,-36,	,-3
765229.0,	,-36,	,-3
765313.0,	,-36,	,-3
765412.0,	,-36,	,-3
765485.0,	,-36,	,-3
765611.0,	,-36,	,-3
765713.0,	,-36,	,-3
765812.0,	,-36,	,-3
765911.0,	,-36,	,-3
766019.0,	,-36,	,-3
766105.0,	,-36,	,-3
766214.0,	,-36,	,-4
766301.0,	,-36,	,-4
766412.0,	,-36,	,-4
766511.0,	,-36,	,-4
766606.0,	,-36,	,-4
766706.0,	,-36,	,-4
766824.0,	,-36,	,-4
766892.0,	,-36,	,-4
767009.0,	,-36,	,-4
767111.0,	,-36,	,-4
767212.0,	,-36,	,-4
767313.0,	,-36,	,-4
767413.0,	,-36,	,-4
767510.0,	,-36,	,-4
767621.0,	,-36,	,-4
767713.0,	,-36,	,-4
767810.0,	,-36,	,-4
767899.0,	,-36,	,-4
768012.0,	,-36,	,-4
768110.0,	,-36,	,-4
768213.0,	,-36,	,-4
768301.0,	,-36,	,-5
768407.0,	,-36,	,-5
768511.0,	,-36,	,-5
768597.0,	,-36,	,-5
768690.0,	,-36,	,-5
768807.0,	,-36,	,-5
768911.0,	,-36,	,-5
769015.0,	,-36,	,-5
769101.0,	,-36,	,-5
769222.0,	,-35,	,-5
769314.0,	,-35,	,-4
769408.0,	,-35,	,-4
769500.0,	,-35,	,-4
769610.0,	,-35,	,-4
769707.0,	,-35,	,-4
769811.0,	,-35,	,-4
769901.0,	,-35,	,-4
770028.0,	,-35,	,-4
770115.0,	,-35,	,-5
770214.0,	,-35,	,-5
770294.0,	,-35,	,-5
770421.0,	,-35,	,-5
770509.0,	,-35,	,-5
770603.0,	,-35,	,-5
770708.0,	,-35,	,-5
770823.0,	,-35,	,-5
771019.0,	,-35,	,-5
771097.0,	,-35,	,-5
771198.0,	,-35,	,-5
771307.0,	,-35,	,-5
771413.0,	,-35,	,-5
771498.0,	,-35,	,-5
771613.0,	,-35,	,-5
771687.0,	,-35,	,-5
771809.0,	,-35,	,-5
771901.0,	,-35,	,-6
772005.0,	,-35,	,-6
772104.0,	,-35,	,-6
772202.0,	,-35,	,-6
772301.0,	,-35,	,-6
772424.0,	,-35,	,-6
772506.0,	,-35,	,-6
772607.0,	,-35,	,-6
772700.0,	,-35,	,-6
772814.0,	,-35,	,-6
772911.0,	,-35,	,-6
773010.0,	,-35,	,-6
773101.0,	,-35,	,-6
773232.0,	,-35,	,-6
773309.0,	,-35,	,-6
773411.0,	,-35,	,-7
773484.0,	,-35,	,-7
773612.0,	,-35,	,-7
773712.0,	,-35,	,-7
773810.0,	,-35,	,-7
773901.0,	,-35,	,-7
774031.0,	,-35,	,-7
774110.0,	,-35,	,-7
774210.0,	,-35,	,-7
774295.0,	,-35,	,-7
774406.0,	,-35,	,-7
774511.0,	,-35,	,-7
774614.0,	,-35,	,-7
774698.0,	,-35,	,-7
774816.0,	,-35,	,-7
774909.0,	,-35,	,-8
775009.0,	,-35,	,-8
775106.0,	,-35,	,-8
775190.0,	,-35,	,-8
775301.0,	,-35,	,-8
775411.0,	,-35,	,-8
775510.0,	,-35,	,-8
775631.0,	,-35,	,-8
775705.0,	,-35,	,-8
775809.0,	,-35,	,-8
775902.0,	,-35,	,-8
776013.0,	,-35,	,-8
776114.0,	,-35,	,-8
776211.0,	,-35,	,-8
776306.0,	,-35,	,-9
776424.0,	,-35,	,-9
776514.0,	,-35,	,-9
776610.0,	,-35,	,-9
776698.0,	,-35,	,-9
776808.0,	,-35,	,-9
776907.0,	,-35,	,-9
777008.0,	,-35,	,-9
777113.0,	,-35,	,-9
777219.0,	,-35,	,-9
777310.0,	,-35,	,-9
777411.0,	,-35,	,-9
777498.0,	,-35,	,-9
777608.0,	,-35,	,-10
777711.0,	,-35,	,-10
777814.0,	,-35,	,-10
777900.0,	,-35,	,-10
778031.0,	,-35,	,-10
778117.0,	,-35,	,-10
778209.0,	,-35,	,-10
778301.0,	,-35,	,-10
778411.0,	,-35,	,-10
778502.0,	,-35,	,-10
778610.0,	,-35,	,-10
778703.0,	,-35,	,-10
778825.0,	,-34,	,-11
778913.0,	,-34,	,-10
779004.0,	,-34,	,-10
779101.0,	,-34,	,-10
779210.0,	,-34,	,-10
779312.0,	,-34,	,-10
779396.0,	,-34,	,-10
779499.0,	,-34,	,-10
779624.0,	,-33,	,-10
779711.0,	,-33,	,-9
779810.0,	,-33,	,-9
779898.0,	,-33,	,-9
780016.0,	,-33,	,-10
780086.0,	,-33,	,-10
780186.0,	,-33,	,-10
780284.0,	,-33,	,-10
780404.0,	,-33,	,-10
780517.0,	,-33,	,-10
780611.0,	,-33,	,-10
780701.0,	,-33,	,-10
780810.0,	,-33,	,-10
780915.0,	,-33,	,-10
781014.0,	,-33,	,-10
781101.0,	,-33,	,-10
781214.0,	,-32,	,-11
781314.0,	,-32,	,-10
781413.0,	,-32,	,-10
781502.0,	,-32,	,-10
781613.0,	,-32,	,-10
781711.0,	,-32,	,-10
781812.0,	,-32,	,-10
781899.0,	,-32,	,-10
782114.0,	,-31,	,-9
782211.0,	,-31,	,-9
782301.0,	,-31,	,-9
782414.0,	,-31,	,-10
782504.0,	,-31,	,-10
782609.0,	,-31,	,-10
782699.0,	,-31,	,-10
782825.0,	,-30,	,-10
782910.0,	,-30,	,-9
783009.0,	,-30,	,-9
783100.0,	,-30,	,-9
783212.0,	,-30,	,-9
783308.0,	,-30,	,-9
783414.0,	,-30,	,-9
783506.0,	,-30,	,-10
783611.0,	,-30,	,-10
783706.0,	,-29,	,-9
783811.0,	,-29,	,-9
783900.0,	,-29,	,-9
784004.0,	,-29,	,-9
784114.0,	,-29,	,-9
784214.0,	,-29,	,-9
784290.0,	,-29,	,-9
784424.0,	,-28,	,-9
784506.0,	,-28,	,-8
784611.0,	,-28,	,-9
784700.0,	,-28,	,-9
784811.0,	,-28,	,-9
784902.0,	,-28,	,-9
785008.0,	,-28,	,-9
785100.0,	,-28,	,-9
785204.0,	,-28,	,-9
785313.0,	,-27,	,-8
785406.0,	,-27,	,-8
785501.0,	,-27,	,-8
785610.0,	,-27,	,-8
785715.0,	,-27,	,-9
785814.0,	,-27,	,-9
785900.0,	,-27,	,-9
786110.0,	,-26,	,-8
786211.0,	,-26,	,-8
786301.0,	,-26,	,-8
786416.0,	,-26,	,-8
786505.0,	,-26,	,-8
786612.0,	,-26,	,-8
786690.0,	,-26,	,-8
786831.0,	,-25,	,-9
786913.0,	,-25,	,-8
787011.0,	,-25,	,-8
787101.0,	,-25,	,-8
787212.0,	,-25,	,-8
787310.0,	,-25,	,-8
787411.0,	,-25,	,-8
787502.0,	,-25,	,-8
787607.0,	,-25,	,-8
787683.0,	,-24,	,-7
787783.0,	,-24,	,-8
787891.0,	,-24,	,-8
788011.0,	,-24,	,-8
788108.0,	,-24,	,-8
788209.0,	,-24,	,-8
788296.0,	,-24,	,-8
788404.0,	,-24,	,-8
788508.0,	,-22,	,-6
788594.0,	,-22,	,-6
788687.0,	,-22,	,-6
788811.0,	,-22,	,-7
788894.0,	,-22,	,-7
789012.0,	,-22,	,-7
789090.0,	,-22,	,-7
789210.0,	,-22,	,-7
789313.0,	,-21,	,-6
789410.0,	,-21,	,-6
789501.0,	,-21,	,-6
789597.0,	,-21,	,-6
789717.0,	,-21,	,-6
789794.0,	,-21,	,-7
789898.0,	,-21,	,-7
790030.0,	,-20,	,-7
790103.0,	,-20,	,-6
790192.0,	,-20,	,-6
790285.0,	,-20,	,-6
790390.0,	,-20,	,-6
790505.0,	,-20,	,-6
790613.0,	,-20,	,-6
790703.0,	,-20,	,-7
790822.0,	,-19,	,-7
790911.0,	,-19,	,-6
791012.0,	,-19,	,-6
791100.0,	,-19,	,-6
791210.0,	,-19,	,-6
791310.0,	,-19,	,-6
791383.0,	,-19,	,-6
791487.0,	,-19,	,-6
791631.0,	,-17,	,-6
791709.0,	,-17,	,-5
791808.0,	,-17,	,-5
791891.0,	,-17,	,-5
792007.0,	,-17,	,-5
792112.0,	,-17,	,-5
792210.0,	,-17,	,-5
792298.0,	,-17,	,-5
792407.0,	,-17,	,-5
792503.0,	,-16,	,-4
792614.0,	,-16,	,-5
792704.0,	,-16,	,-5
792807.0,	,-16,	,-5
792913.0,	,-16,	,-5
793014.0,	,-16,	,-5
793110.0,	,-16,	,-5
793229.0,	,-15,	,-5
793312.0,	,-15,	,-4
793411.0,	,-15,	,-4
793499.0,	,-15,	,-4
793605.0,	,-15,	,-5
793787.0,	,-15,	,-5
793879.0,	,-15,	,-5
793996.0,	,-15,	,-5
794090.0,	,-14,	,-5
794188.0,	,-14,	,-4
794287.0,	,-14,	,-4
794395.0,	,-14,	,-4
794504.0,	,-14,	,-4
794610.0,	,-14,	,-5
794702.0,	,-14,	,-5
794829.0,	,-13,	,-5
794913.0,	,-13,	,-4
795011.0,	,-13,	,-4
795099.0,	,-13,	,-4
795201.0,	,-13,	,-4
795305.0,	,-13,	,-4
795409.0,	,-13,	,-4
795499.0,	,-13,	,-5
795623.0,	,-12,	,-5
795708.0,	,-12,	,-4
795809.0,	,-12,	,-4
795899.0,	,-12,	,-4
796009.0,	,-12,	,-4
796109.0,	,-12,	,-4
796204.0,	,-12,	,-4
796306.0,	,-12,	,-4
796404.0,	,-12,	,-5
796513.0,	,-12,	,-5
796612.0,	,-12,	,-5
796709.0,	,-12,	,-5
796812.0,	,-12,	,-5
796907.0,	,-12,	,-5
797000.0,	,-12,	,-5
797104.0,	,-12,	,-5
797222.0,	,-11,	,-5
797301.0,	,-11,	,-5
797403.0,	,-11,	,-5
797500.0,	,-11,	,-5
797609.0,	,-11,	,-5
797696.0,	,-11,	,-5
797800.0,	,-11,	,-5
797900.0,	,-11,	,-5
798017.0,	,-10,	,-5
798105.0,	,-10,	,-4
798201.0,	,-10,	,-5
798299.0,	,-10,	,-5
798404.0,	,-10,	,-5
798505.0,	,-10,	,-5
798605.0,	,-10,	,-5
798687.0,	,-10,	,-5
798794.0,	,-10,	,-5
798907.0,	,-9,	,-4
799006.0,	,-9,	,-4
799098.0,	,-9,	,-5
799204.0,	,-9,	,-5
799306.0,	,-9,	,-5
799401.0,	,-9,	,-5
799500.0,	,-9,	,-5
799623.0,	,-9,	,-5
799707.0,	,-9,	,-5
799804.0,	,-9,	,-5
799901.0,	,-9,	,-5
800004.0,	,-9,	,-6
800097.0,	,-9,	,-6
800199.0,	,-9,	,-6
800301.0,	,-9,	,-6
800382.0,	,-9,	,-6
800478.0,	,-8,	,-5
800606.0,	,-8,	,-5
800699.0,	,-8,	,-5
800803.0,	,-8,	,-5
800903.0,	,-8,	,-6
801005.0,	,-8,	,-6
801100.0,	,-8,	,-6
801205.0,	,-8,	,-6
801383.0,	,-7,	,-5
801480.0,	,-7,	,-5
801600.0,	,-7,	,-5
801704.0,	,-7,	,-5
801809.0,	,-7,	,-5
801897.0,	,-7,	,-6
801999.0,	,-7,	,-6
802086.0,	,-7,	,-6
802189.0,	,-7,	,-6
802283.0,	,-7,	,-6
802403.0,	,-7,	,-6
802507.0,	,-7,	,-6
802607.0,	,-7,	,-6
802701.0,	,-7,	,-6
802801.0,	,-7,	,-7
802892.0,	,-6,	,-6
802988.0,	,-6,	,-6
803082.0,	,-6,	,-6
803188.0,	,-6,	,-6
803288.0,	,-6,	,-6
803389.0,	,-6,	,-6
803485.0,	,-6,	,-6
803594.0,	,-6,	,-6
803679.0,	,-5,	,-5
803775.0,	,-5,	,-5
803895.0,	,-5,	,-5
803999.0,	,-5,	,-5
804103.0,	,-5,	,-5
804206.0,	,-5,	,-5
804293.0,	,-5,	,-5
804401.0,	,-5,	,-5
804508.0,	,-5,	,-6
804608.0,	,-5,	,-6
804695.0,	,-5,	,-6
804803.0,	,-5,	,-6
804903.0,	,-5,	,-6
805007.0,	,-5,	,-6
805102.0,	,-5,	,-6
805201.0,	,-5,	,-6
805286.0,	,-4,	,-5
805375.0,	,-4,	,-6
805491.0,	,-4,	,-6
805602.0,	,-4,	,-6
805706.0,	,-4,	,-6
805803.0,	,-4,	,-6
805907.0,	,-4,	,-6
806000.0,	,-4,	,-6
806108.0,	,-3,	,-5
806202.0,	,-3,	,-5
806307.0,	,-3,	,-6
806403.0,	,-3,	,-6
806502.0,	,-3,	,-6
806607.0,	,-3,	,-6
806706.0,	,-3,	,-6
806787.0,	,-3,	,-6
806898.0,	,-2,	,-5
807002.0,	,-2,	,-5
807074.0,	,-2,	,-5
807203.0,	,-2,	,-6
807303.0,	,-2,	,-6
807396.0,	,-2,	,-6
807487.0,	,-2,	,-6
807600.0,	,-2,	,-6
807708.0,	,-1,	,-5
807799.0,	,-1,	,-5
807902.0,	,-1,	,-5
808000.0,	,-1,	,-5
808107.0,	,-1,	,-6
808207.0,	,-1,	,-6
808295.0,	,-1,	,-6
808401.0,	,-1,	,-6
808479.0,	,-1,	,-6
808587.0,	,-1,	,-6
808673.0,	,-1,	,-6
808808.0,	,-1,	,-6
808907.0,	,-1,	,-6
809008.0,	,-1,	,-7
809096.0,	,-1,	,-7
809201.0,	,-1,	,-7
809303.0,	,0,	,-6
809405.0,	,0,	,-6
809501.0,	,0,	,-6
809601.0,	,0,	,-6
809703.0,	,0,	,-6
809802.0,	,0,	,-6
809902.0,	,0,	,-7
810017.0,	,1,	,-7
810104.0,	,1,	,-6
810203.0,	,1,	,-6
810273.0,	,1,	,-6
810393.0,	,1,	,-6
810501.0,	,1,	,-6
810587.0,	,1,	,-6
810692.0,	,1,	,-6
810818.0,	,1,	,-7
810987.0,	,2,	,-6
811075.0,	,2,	,-6
811184.0,	,2,	,-6
811294.0,	,2,	,-6
811399.0,	,2,	,-6
811488.0,	,2,	,-6
811599.0,	,2,	,-6
811699.0,	,3,	,-5
811801.0,	,3,	,-6
811894.0,	,3,	,-6
812002.0,	,3,	,-6
812089.0,	,3,	,-6
812202.0,	,3,	,-6
812295.0,	,3,	,-6
812397.0,	,3,	,-6
812470.0,	,4,	,-6
812584.0,	,4,	,-5
812664.0,	,4,	,-6
812806.0,	,4,	,-6
812906.0,	,4,	,-6
813005.0,	,4,	,-6
813093.0,	,4,	,-6
813197.0,	,4,	,-6
813269.0,	,5,	,-6
813377.0,	,5,	,-5
813464.0,	,5,	,-5
813605.0,	,5,	,-6
813706.0,	,5,	,-6
813805.0,	,5,	,-6
813892.0,	,5,	,-6
813990.0,	,5,	,-6
814076.0,	,5,	,-6
814164.0,	,5,	,-6
814290.0,	,5,	,-6
814406.0,	,5,	,-6
814484.0,	,5,	,-6
814578.0,	,5,	,-7
814673.0,	,5,	,-7
814776.0,	,5,	,-7
814870.0,	,6,	,-7
814981.0,	,6,	,-6
815074.0,	,6,	,-6
815170.0,	,6,	,-6
815268.0,	,6,	,-6
815370.0,	,6,	,-6
815488.0,	,6,	,-7
815598.0,	,6,	,-7
815670.0,	,7,	,-7
815778.0,	,7,	,-6
815868.0,	,7,	,-6
816004.0,	,7,	,-6
816095.0,	,7,	,-6
816203.0,	,7,	,-6
816294.0,	,7,	,-6
816398.0,	,7,	,-6
816482.0,	,8,	,-7
816564.0,	,8,	,-6
816687.0,	,8,	,-6
816797.0,	,8,	,-6
816891.0,	,8,	,-6
816997.0,	,8,	,-6
817082.0,	,8,	,-6
817195.0,	,8,	,-6
817272.0,	,9,	,-6
817364.0,	,9,	,-6
817489.0,	,9,	,-6
817596.0,	,9,	,-6
817682.0,	,9,	,-6
817793.0,	,9,	,-6
817906.0,	,9,	,-6
818002.0,	,9,	,-6
818079.0,	,10,	,-6
818167.0,	,10,	,-5
818287.0,	,10,	,-5
818404.0,	,10,	,-6
818504.0,	,10,	,-6
818598.0,	,10,	,-6
818690.0,	,10,	,-6
818779.0,	,10,	,-6
818871.0,	,11,	,-6
818979.0,	,11,	,-5
819064.0,	,11,	,-5
819207.0,	,11,	,-5
819302.0,	,11,	,-5
819412.0,	,11,	,-6
819493.0,	,11,	,-6
819606.0,	,12,	,-6
819693.0,	,12,	,-5
819817.0,	,12,	,-5
819891.0,	,12,	,-5
820016.0,	,12,	,-5
820105.0,	,12,	,-5
820206.0,	,12,	,-5
820282.0,	,12,	,-5
820400.0,	,12,	,-6
820469.0,	,13,	,-6
820581.0,	,13,	,-5
820690.0,	,13,	,-5
820806.0,	,13,	,-5
820908.0,	,13,	,-5
821011.0,	,13,	,-5
821093.0,	,13,	,-5
821200.0,	,13,	,-5
821276.0,	,14,	,-5
821378.0,	,14,	,-5
821488.0,	,14,	,-5
821589.0,	,14,	,-5
821693.0,	,14,	,-5
821792.0,	,14,	,-5
821888.0,	,14,	,-5
822000.0,	,14,	,-5
822074.0,	,15,	,-5
822178.0,	,15,	,-4
822274.0,	,15,	,-4
822406.0,	,15,	,-4
822505.0,	,15,	,-5
822596.0,	,15,	,-5
822691.0,	,15,	,-5
822797.0,	,15,	,-5
822906.0,	,16,	,-4
823011.0,	,16,	,-4
823093.0,	,16,	,-4
823211.0,	,16,	,-4
823302.0,	,16,	,-4
823405.0,	,16,	,-4
823494.0,	,16,	,-4
823587.0,	,16,	,-5
823670.0,	,17,	,-5
823783.0,	,17,	,-4
823868.0,	,17,	,-4
824022.0,	,17,	,-4
824089.0,	,17,	,-4
824199.0,	,17,	,-4
824287.0,	,17,	,-4
824416.0,	,17,	,-4
824478.0,	,17,	,-4
824571.0,	,17,	,-4
824679.0,	,17,	,-5
824771.0,	,17,	,-5
824874.0,	,17,	,-5
824976.0,	,17,	,-5
825075.0,	,17,	,-5
825178.0,	,17,	,-5
825279.0,	,18,	,-4
825371.0,	,18,	,-4
825494.0,	,18,	,-4
825597.0,	,18,	,-4
825698.0,	,18,	,-4
825798.0,	,18,	,-5
825893.0,	,18,	,-5
826000.0,	,18,	,-5
826075.0,	,19,	,-5
826177.0,	,19,	,-4
826274.0,	,19,	,-4
826386.0,	,19,	,-4
826499.0,	,19,	,-4
826599.0,	,19,	,-4
826689.0,	,19,	,-4
826800.0,	,19,	,-4
826876.0,	,20,	,-3
826968.0,	,20,	,-4
827088.0,	,20,	,-4
827199.0,	,20,	,-4
827292.0,	,20,	,-4
827397.0,	,20,	,-4
827490.0,	,20,	,-4
827608.0,	,20,	,-4
827676.0,	,20,	,-4
827782.0,	,20,	,-4
827867.0,	,20,	,-4
827997.0,	,20,	,-4
828105.0,	,20,	,-4
828206.0,	,20,	,-5
828290.0,	,20,	,-5
828409.0,	,20,	,-5
828482.0,	,21,	,-5
828586.0,	,21,	,-4
828674.0,	,21,	,-4
828788.0,	,21,	,-4
828909.0,	,21,	,-4
829010.0,	,21,	,-4
829086.0,	,21,	,-4
829196.0,	,21,	,-4
829272.0,	,22,	,-4
829371.0,	,22,	,-4
829475.0,	,22,	,-4
829578.0,	,22,	,-4
829670.0,	,22,	,-4
829777.0,	,22,	,-4
829874.0,	,22,	,-4
829983.0,	,22,	,-4
830073.0,	,22,	,-4
830176.0,	,22,	,-4
830270.0,	,22,	,-4
830395.0,	,22,	,-4
830515.0,	,22,	,-4
830616.0,	,22,	,-4
830693.0,	,22,	,-5
830804.0,	,23,	,-5
830904.0,	,23,	,-4
830994.0,	,23,	,-4
831093.0,	,23,	,-4
831204.0,	,23,	,-4
831300.0,	,23,	,-4
831399.0,	,23,	,-4
831478.0,	,23,	,-4
831571.0,	,23,	,-4
831664.0,	,24,	,-4
831771.0,	,24,	,-3
831868.0,	,24,	,-3
832015.0,	,24,	,-3
832093.0,	,24,	,-4
832189.0,	,24,	,-4
832293.0,	,24,	,-4
832411.0,	,24,	,-4
832504.0,	,25,	,-3
832600.0,	,25,	,-3
832689.0,	,25,	,-3
832799.0,	,25,	,-3
832893.0,	,25,	,-3
833009.0,	,25,	,-3
833094.0,	,25,	,-3
833209.0,	,25,	,-3
833304.0,	,25,	,-3
833386.0,	,25,	,-3
833493.0,	,25,	,-3
833609.0,	,25,	,-4
833706.0,	,25,	,-4
833814.0,	,25,	,-4
833889.0,	,25,	,-4
834009.0,	,26,	,-4
834105.0,	,26,	,-3
834198.0,	,26,	,-3
834288.0,	,26,	,-3
834399.0,	,26,	,-3
834501.0,	,26,	,-3
834602.0,	,26,	,-3
834693.0,	,26,	,-3
834801.0,	,26,	,-3
834869.0,	,26,	,-3
834973.0,	,26,	,-3
835073.0,	,26,	,-4
835223.0,	,26,	,-4
835296.0,	,26,	,-4
835413.0,	,26,	,-4
835479.0,	,26,	,-4
835600.0,	,26,	,-4
835671.0,	,27,	,-4
835780.0,	,27,	,-3
835888.0,	,27,	,-3
836011.0,	,27,	,-3
836101.0,	,27,	,-3
836210.0,	,27,	,-3
836298.0,	,27,	,-3
836413.0,	,27,	,-3
836514.0,	,27,	,-3
836610.0,	,27,	,-3
836693.0,	,27,	,-3
836814.0,	,27,	,-4
836912.0,	,27,	,-4
836988.0,	,27,	,-4
837085.0,	,27,	,-4
837203.0,	,28,	,-4
837297.0,	,28,	,-3
837410.0,	,28,	,-3
837494.0,	,28,	,-3
837612.0,	,28,	,-3
837713.0,	,28,	,-3
837811.0,	,28,	,-3
837895.0,	,28,	,-3
838018.0,	,28,	,-3
838110.0,	,28,	,-3
838210.0,	,28,	,-3
838294.0,	,28,	,-3
838411.0,	,28,	,-3
838511.0,	,28,	,-3
838611.0,	,28,	,-4
838693.0,	,28,	,-4
838808.0,	,28,	,-4
838870.0,	,29,	,-4
838972.0,	,29,	,-3
839085.0,	,29,	,-3
839211.0,	,29,	,-3
839297.0,	,29,	,-3
839401.0,	,29,	,-3
839493.0,	,29,	,-3
839602.0,	,29,	,-3
839668.0,	,29,	,-3
839772.0,	,29,	,-3
839870.0,	,29,	,-3
840009.0,	,29,	,-3
840093.0,	,29,	,-3
840198.0,	,29,	,-3
840290.0,	,29,	,-3
840382.0,	,29,	,-3
840473.0,	,30,	,-3
840579.0,	,30,	,-2
840668.0,	,30,	,-3
840802.0,	,30,	,-3
840901.0,	,30,	,-3
840998.0,	,30,	,-3
841095.0,	,30,	,-3
841207.0,	,30,	,-3
841272.0,	,30,	,-3
841375.0,	,30,	,-3
841466.0,	,30,	,-3
841611.0,	,30,	,-3
841688.0,	,30,	,-3
841801.0,	,30,	,-3
841881.0,	,30,	,-3
841997.0,	,30,	,-3
842077.0,	,30,	,-3
842175.0,	,30,	,-3
842264.0,	,30,	,-3
842376.0,	,30,	,-3
842476.0,	,30,	,-3
842576.0,	,30,	,-3
842669.0,	,30,	,-3
842797.0,	,30,	,-3
842873.0,	,31,	,-3
842979.0,	,31,	,-2
843091.0,	,31,	,-3
843211.0,	,31,	,-3
843313.0,	,31,	,-3
843414.0,	,31,	,-3
843491.0,	,31,	,-3
843597.0,	,31,	,-3
843673.0,	,31,	,-3
843783.0,	,31,	,-3
843870.0,	,31,	,-3
843998.0,	,31,	,-3
844106.0,	,31,	,-3
844208.0,	,31,	,-3
844298.0,	,31,	,-3
844398.0,	,31,	,-3
844473.0,	,31,	,-3
844582.0,	,31,	,-3
844668.0,	,31,	,-3
844791.0,	,31,	,-3
844917.0,	,31,	,-3
845013.0,	,31,	,-3
845095.0,	,31,	,-3
845198.0,	,31,	,-3
845277.0,	,32,	,-3
845379.0,	,32,	,-2
845469.0,	,32,	,-2
845611.0,	,32,	,-2
845715.0,	,32,	,-2
845809.0,	,32,	,-2
845893.0,	,32,	,-2
845998.0,	,32,	,-2
846073.0,	,32,	,-2
846182.0,	,32,	,-3
846268.0,	,32,	,-3
846415.0,	,32,	,-3
846514.0,	,32,	,-3
846615.0,	,32,	,-3
846693.0,	,32,	,-3
846807.0,	,32,	,-3
846873.0,	,32,	,-3
846982.0,	,32,	,-3
847068.0,	,32,	,-3
847213.0,	,32,	,-3
847315.0,	,32,	,-3
847414.0,	,32,	,-3
847491.0,	,32,	,-3
847595.0,	,32,	,-3
847679.0,	,33,	,-3
847780.0,	,33,	,-2
847881.0,	,33,	,-2
847992.0,	,33,	,-2
848097.0,	,33,	,-2
848197.0,	,33,	,-2
848294.0,	,33,	,-2
848403.0,	,33,	,-2
848471.0,	,33,	,-2
848580.0,	,33,	,-2
848668.0,	,33,	,-2
848794.0,	,33,	,-2
848875.0,	,33,	,-2
848979.0,	,33,	,-2
849086.0,	,33,	,-2
849194.0,	,33,	,-2
849273.0,	,33,	,-2
849386.0,	,33,	,-2
849499.0,	,33,	,-2
849603.0,	,33,	,-2
849692.0,	,33,	,-2
849805.0,	,33,	,-2
849892.0,	,33,	,-2
850006.0,	,33,	,-2
850072.0,	,34,	,-2
850176.0,	,34,	,-1
850264.0,	,34,	,-1
850398.0,	,34,	,-1
850493.0,	,34,	,-1
850596.0,	,34,	,-1
850701.0,	,34,	,-1
850804.0,	,34,	,-1
850873.0,	,34,	,-1
850977.0,	,34,	,-1
851092.0,	,34,	,-1
851198.0,	,34,	,-1
851285.0,	,34,	,-1
851395.0,	,34,	,-1
851500.0,	,34,	,-1
851609.0,	,34,	,-1
851675.0,	,34,	,-1
851777.0,	,34,	,-1
851867.0,	,34,	,-1
852005.0,	,34,	,-1
852086.0,	,34,	,-1
852180.0,	,34,	,-1
852268.0,	,34,	,-1
852389.0,	,34,	,-1
852467.0,	,34,	,-1
852567.0,	,34,	,-1
852672.0,	,34,	,-1
852806.0,	,34,	,-1
852886.0,	,34,	,-1
853016.0,	,34,	,-1
853094.0,	,34,	,-1
853200.0,	,34,	,-1
853271.0,	,34,	,-1
853377.0,	,34,	,-1
853468.0,	,34,	,-1
853600.0,	,34,	,-1
853688.0,	,34,	,-2
853791.0,	,34,	,-1
853871.0,	,34,	,-1
853983.0,	,34,	,-1
854071.0,	,34,	,-1
854175.0,	,34,	,-1
854267.0,	,34,	,-1
854401.0,	,34,	,-1
854495.0,	,34,	,-1
854594.0,	,34,	,-1
854687.0,	,34,	,-1
854794.0,	,34,	,-1
854909.0,	,34,	,-1
855011.0,	,34,	,-1
855090.0,	,34,	,-1
855200.0,	,34,	,-1
855290.0,	,34,	,-1
855382.0,	,34,	,-1
855481.0,	,34,	,-1
855595.0,	,34,	,-1
855674.0,	,34,	,-1
855779.0,	,34,	,-1
855876.0,	,34,	,-1
856001.0,	,34,	,-1
856102.0,	,34,	,-1
856215.0,	,34,	,-1
856284.0,	,34,	,-1
856406.0,	,34,	,-1
856477.0,	,34,	,-1
856583.0,	,34,	,-1
856674.0,	,34,	,-1
856781.0,	,34,	,-1
856888.0,	,34,	,-1
856992.0,	,34,	,-1
857089.0,	,34,	,-1
857206.0,	,34,	,-1
857277.0,	,34,	,-1
857384.0,	,34,	,-1
857496.0,	,34,	,-1
857612.0,	,34,	,-1
857705.0,	,34,	,-1
857795.0,	,34,	,-1
